date,symbol,open,close,low, high, volume, dailyChangePercentage
1570492320000,BTC,8235.5,8235.5,8226.0,8275.9,748.5522166800001,0.0
1570492200000,BTC,8238.4,8238.4,8226.0,8275.9,126.58240339999999,0.0352
1570492080000,BTC,8239.5,8233.1,8226.0,8271.9,147.18175883,-0.0643
