date,symbol,open,close,low, high, volume, dailyChangePercentage
2015-04-29T01:00:00-03:00[America/Sao_Paulo],BTC,224.93,225.82,224.93,226.69,276.2853837,0.5298
2015-04-29T02:00:00-03:00[America/Sao_Paulo],BTC,225.82,225.54,225.2,226.21,204.8890025,-0.124
2015-04-29T03:00:00-03:00[America/Sao_Paulo],BTC,225.48,223.34,220.2,225.51,721.79855854,-0.9754
2015-04-29T04:00:00-03:00[America/Sao_Paulo],BTC,223.34,223.26,222.22,223.47,158.88246223,-0.0358
2015-04-29T05:00:00-03:00[America/Sao_Paulo],BTC,223.25,223.71,223.16,223.95,107.6492213,0.2016
2015-04-29T06:00:00-03:00[America/Sao_Paulo],BTC,223.74,223.2,222.68,223.8,134.78784814,-0.228
2015-04-29T07:00:00-03:00[America/Sao_Paulo],BTC,223.3,223.12,223.0,223.94,209.09689109,-0.0358
2015-04-29T08:00:00-03:00[America/Sao_Paulo],BTC,223.05,223.83,222.75,223.95,160.64478073,0.3182
2015-04-29T09:00:00-03:00[America/Sao_Paulo],BTC,223.83,224.39,223.51,224.96,323.59178801,0.2502
2015-04-29T10:00:00-03:00[America/Sao_Paulo],BTC,224.01,224.73,222.4,224.75,211.78057855,0.1515
2015-04-29T11:00:00-03:00[America/Sao_Paulo],BTC,224.73,224.42,224.2,225.0,223.9393063,-0.1379
2015-04-29T12:00:00-03:00[America/Sao_Paulo],BTC,224.4,224.88,224.35,225.46,333.36648926,0.205
2015-04-29T13:00:00-03:00[America/Sao_Paulo],BTC,224.88,225.11,224.34,225.69,261.12877334,0.1023
2015-04-29T14:00:00-03:00[America/Sao_Paulo],BTC,225.1,225.69,224.5,227.3,596.73470908,0.2577
2015-04-29T15:00:00-03:00[America/Sao_Paulo],BTC,225.69,225.96,225.12,226.69,521.42364798,0.1196
2015-04-29T16:00:00-03:00[America/Sao_Paulo],BTC,225.96,226.07,225.43,226.65,282.74264135,0.0487
2015-04-29T17:00:00-03:00[America/Sao_Paulo],BTC,226.04,226.54,225.52,226.69,497.15986151,0.2079
2015-04-29T18:00:00-03:00[America/Sao_Paulo],BTC,226.53,226.98,226.26,227.05,292.43626841,0.1942
2015-04-29T19:00:00-03:00[America/Sao_Paulo],BTC,226.97,226.54,225.95,227.04,377.55625398,-0.1938
2015-04-29T20:00:00-03:00[America/Sao_Paulo],BTC,226.53,225.93,225.31,226.75,317.37595885,-0.2693
2015-04-29T21:00:00-03:00[America/Sao_Paulo],BTC,225.91,225.78,225.45,225.93,229.4966,-0.0664
2015-04-29T22:00:00-03:00[America/Sao_Paulo],BTC,225.74,225.82,225.5,225.99,170.34229526,0.0177
2015-04-29T23:00:00-03:00[America/Sao_Paulo],BTC,225.82,225.76,225.29,225.92,455.7940013,-0.0266
2015-04-30T00:00:00-03:00[America/Sao_Paulo],BTC,225.76,225.34,225.1,225.83,211.9140047,-0.186
2015-04-30T01:00:00-03:00[America/Sao_Paulo],BTC,225.46,225.43,225.18,225.96,641.7811023,0.0399
2015-04-30T02:00:00-03:00[America/Sao_Paulo],BTC,225.33,226.49,225.17,227.05,355.8551,0.4702
2015-04-30T03:00:00-03:00[America/Sao_Paulo],BTC,226.49,226.1,225.69,226.83,187.5733001,-0.1722
2015-04-30T04:00:00-03:00[America/Sao_Paulo],BTC,226.07,225.8,225.63,227.05,382.77653024,-0.1327
2015-04-30T05:00:00-03:00[America/Sao_Paulo],BTC,225.8,229.72,225.74,229.72,523.33331348,1.736
2015-04-30T06:00:00-03:00[America/Sao_Paulo],BTC,229.86,233.17,229.86,235.76,587.13932083,1.5018
2015-04-30T07:00:00-03:00[America/Sao_Paulo],BTC,233.08,233.54,233.04,236.0,203.36009264,0.1587
2015-04-30T08:00:00-03:00[America/Sao_Paulo],BTC,233.55,232.67,232.65,233.99,178.59904782,-0.3725
2015-04-30T09:00:00-03:00[America/Sao_Paulo],BTC,232.71,232.7,232.49,232.72,190.59197193,0.0129
2015-04-30T10:00:00-03:00[America/Sao_Paulo],BTC,232.69,232.34,232.03,232.72,526.96139801,-0.1547
2015-04-30T11:00:00-03:00[America/Sao_Paulo],BTC,232.33,233.04,230.95,233.2,1121.66257471,0.3013
2015-04-30T12:00:00-03:00[America/Sao_Paulo],BTC,233.03,234.5,232.58,235.8,639.00407247,0.6265
2015-04-30T13:00:00-03:00[America/Sao_Paulo],BTC,234.35,233.84,233.22,234.76,845.2661822,-0.2814
2015-04-30T14:00:00-03:00[America/Sao_Paulo],BTC,233.81,234.12,233.23,234.9,581.74685574,0.1197
2015-04-30T15:00:00-03:00[America/Sao_Paulo],BTC,234.2,234.2,233.48,234.35,601.0706088,0.0342
2015-04-30T16:00:00-03:00[America/Sao_Paulo],BTC,234.25,235.59,233.56,236.78,552.89902028,0.5935
2015-04-30T17:00:00-03:00[America/Sao_Paulo],BTC,235.68,236.97,235.23,237.22,811.64934982,0.5858
2015-04-30T18:00:00-03:00[America/Sao_Paulo],BTC,236.97,236.01,235.82,240.0,912.65976051,-0.4051
2015-04-30T19:00:00-03:00[America/Sao_Paulo],BTC,236.12,236.71,236.04,238.57,397.39343425,0.2966
2015-04-30T20:00:00-03:00[America/Sao_Paulo],BTC,236.69,237.98,236.01,238.29,459.54258621,0.5365
2015-04-30T21:00:00-03:00[America/Sao_Paulo],BTC,237.98,236.38,236.05,237.98,319.75808459,-0.6723
2015-04-30T22:00:00-03:00[America/Sao_Paulo],BTC,236.42,236.6,235.66,238.28,527.33957813,0.0931
2015-04-30T23:00:00-03:00[America/Sao_Paulo],BTC,238.09,237.68,236.92,238.47,421.47279382,0.4565
2015-05-01T00:00:00-03:00[America/Sao_Paulo],BTC,237.71,237.49,237.45,238.02,293.313796,-0.0799
2015-05-01T01:00:00-03:00[America/Sao_Paulo],BTC,237.47,237.66,237.11,238.78,331.09045701,0.0716
2015-05-01T02:00:00-03:00[America/Sao_Paulo],BTC,237.6,236.51,236.49,237.72,182.05726846,-0.4839
2015-05-01T03:00:00-03:00[America/Sao_Paulo],BTC,236.51,235.68,234.96,236.63,354.87787167,-0.3509
2015-05-01T04:00:00-03:00[America/Sao_Paulo],BTC,235.68,237.52,235.48,237.58,175.89901742,0.7807
2015-05-01T05:00:00-03:00[America/Sao_Paulo],BTC,237.54,237.56,237.54,238.45,171.59321284,0.0168
2015-05-01T06:00:00-03:00[America/Sao_Paulo],BTC,237.55,235.63,235.62,237.55,329.63511701,-0.8124
2015-05-01T07:00:00-03:00[America/Sao_Paulo],BTC,235.63,234.91,234.91,235.75,133.60381578,-0.3056
2015-05-01T08:00:00-03:00[America/Sao_Paulo],BTC,235.03,235.73,234.61,235.76,233.5622817,0.3491
2015-05-01T09:00:00-03:00[America/Sao_Paulo],BTC,235.58,235.08,234.6,235.6,255.9971821,-0.2757
2015-05-01T10:00:00-03:00[America/Sao_Paulo],BTC,235.06,235.18,234.53,235.97,402.69020302,0.0425
2015-05-01T11:00:00-03:00[America/Sao_Paulo],BTC,235.36,235.93,235.33,236.41,405.55909774,0.3189
2015-05-01T12:00:00-03:00[America/Sao_Paulo],BTC,235.93,235.0,234.64,236.2,373.38610798,-0.3942
2015-05-01T13:00:00-03:00[America/Sao_Paulo],BTC,235.11,235.8,234.64,236.2,450.1559066,0.3404
2015-05-01T14:00:00-03:00[America/Sao_Paulo],BTC,235.66,235.71,235.42,237.36,565.31994078,-0.0382
2015-05-01T15:00:00-03:00[America/Sao_Paulo],BTC,235.81,235.17,234.44,236.75,602.17256127,-0.2291
2015-05-01T16:00:00-03:00[America/Sao_Paulo],BTC,235.2,235.79,234.45,236.09,530.32828456,0.2636
2015-05-01T17:00:00-03:00[America/Sao_Paulo],BTC,235.64,235.51,235.22,236.44,582.52630204,-0.1187
2015-05-01T18:00:00-03:00[America/Sao_Paulo],BTC,235.68,235.78,234.99,236.63,874.90370547,0.1146
2015-05-01T19:00:00-03:00[America/Sao_Paulo],BTC,235.76,235.45,234.54,235.89,468.16259033,-0.14
2015-05-01T20:00:00-03:00[America/Sao_Paulo],BTC,235.45,235.12,235.12,236.79,821.29942914,-0.1402
2015-05-01T21:00:00-03:00[America/Sao_Paulo],BTC,235.16,233.14,233.01,235.17,803.61207084,-0.8421
2015-05-01T22:00:00-03:00[America/Sao_Paulo],BTC,233.14,233.6,233.0,233.68,784.76928721,0.1973
2015-05-01T23:00:00-03:00[America/Sao_Paulo],BTC,233.55,234.65,233.35,234.65,571.93562886,0.4495
2015-05-02T00:00:00-03:00[America/Sao_Paulo],BTC,234.65,234.01,233.71,234.72,308.46955499,-0.2727
2015-05-02T01:00:00-03:00[America/Sao_Paulo],BTC,233.98,234.15,233.77,234.63,315.75079161,0.0598
2015-05-02T02:00:00-03:00[America/Sao_Paulo],BTC,234.14,235.97,234.13,237.15,486.02217598,0.7773
2015-05-02T03:00:00-03:00[America/Sao_Paulo],BTC,235.92,235.54,235.4,235.99,275.81971047,-0.1822
2015-05-02T04:00:00-03:00[America/Sao_Paulo],BTC,235.54,235.02,235.01,235.62,73.48286,-0.2208
2015-05-02T05:00:00-03:00[America/Sao_Paulo],BTC,235.02,233.95,233.63,235.02,150.93382271,-0.4553
2015-05-02T06:00:00-03:00[America/Sao_Paulo],BTC,233.8,234.1,233.51,234.47,105.425146,0.0641
2015-05-02T07:00:00-03:00[America/Sao_Paulo],BTC,234.09,234.7,234.06,234.72,80.015746,0.2563
2015-05-02T08:00:00-03:00[America/Sao_Paulo],BTC,234.69,235.18,234.57,235.3,38.4776707,0.2045
2015-05-02T09:00:00-03:00[America/Sao_Paulo],BTC,235.11,235.38,235.11,235.81,117.9786732,0.085
2015-05-02T10:00:00-03:00[America/Sao_Paulo],BTC,235.48,235.76,234.54,236.0,155.14831209,0.1614
2015-05-02T11:00:00-03:00[America/Sao_Paulo],BTC,235.76,235.36,235.07,235.87,104.1302387,-0.1697
2015-05-02T12:00:00-03:00[America/Sao_Paulo],BTC,235.32,235.14,235.13,235.54,170.74977767,-0.0935
2015-05-02T13:00:00-03:00[America/Sao_Paulo],BTC,235.13,235.75,235.03,236.24,276.46993951,0.2594
2015-05-02T14:00:00-03:00[America/Sao_Paulo],BTC,236.01,236.32,235.81,237.0,628.52026029,0.2418
2015-05-02T15:00:00-03:00[America/Sao_Paulo],BTC,236.32,236.2,236.2,236.71,288.00545986,-0.0508
2015-05-02T16:00:00-03:00[America/Sao_Paulo],BTC,236.21,235.79,235.74,236.22,150.06423,-0.1736
2015-05-02T17:00:00-03:00[America/Sao_Paulo],BTC,235.79,236.18,235.59,236.18,137.7487,0.1654
2015-05-02T18:00:00-03:00[America/Sao_Paulo],BTC,236.16,236.03,236.0,236.68,311.03572336,-0.0635
2015-05-02T19:00:00-03:00[America/Sao_Paulo],BTC,236.04,236.45,235.94,236.99,626.95689236,0.1779
2015-05-02T20:00:00-03:00[America/Sao_Paulo],BTC,236.45,236.36,236.34,236.59,212.34411375,-0.0381
2015-05-02T21:00:00-03:00[America/Sao_Paulo],BTC,236.34,235.94,235.93,236.34,368.28813323,-0.1777
2015-05-02T22:00:00-03:00[America/Sao_Paulo],BTC,235.94,234.82,234.5,235.97,321.31233894,-0.4747
2015-05-02T23:00:00-03:00[America/Sao_Paulo],BTC,234.73,234.86,234.26,235.26,205.28486432,0.017
2015-05-03T00:00:00-03:00[America/Sao_Paulo],BTC,234.84,236.89,234.71,236.91,260.51569872,0.8643
2015-05-03T01:00:00-03:00[America/Sao_Paulo],BTC,236.89,236.81,235.78,236.99,341.16448211,-0.0338
2015-05-03T02:00:00-03:00[America/Sao_Paulo],BTC,236.92,236.63,236.55,237.51,91.87102442,-0.076
2015-05-03T03:00:00-03:00[America/Sao_Paulo],BTC,236.66,236.96,236.53,237.19,106.18037334,0.1395
2015-05-03T04:00:00-03:00[America/Sao_Paulo],BTC,236.97,238.9,236.97,238.9,142.06659725,0.8187
2015-05-03T05:00:00-03:00[America/Sao_Paulo],BTC,238.89,241.41,238.79,241.98,285.42988325,1.0506
2015-05-03T06:00:00-03:00[America/Sao_Paulo],BTC,241.38,241.02,239.96,241.39,140.73319884,-0.1616
2015-05-03T07:00:00-03:00[America/Sao_Paulo],BTC,241.1,240.19,240.19,241.13,144.91512406,-0.3444
2015-05-03T08:00:00-03:00[America/Sao_Paulo],BTC,240.15,240.5,239.79,240.54,179.57847135,0.1291
2015-05-03T09:00:00-03:00[America/Sao_Paulo],BTC,240.5,242.0,240.48,242.16,125.06332607,0.6237
2015-05-03T10:00:00-03:00[America/Sao_Paulo],BTC,242.0,242.0,241.86,242.42,168.05257644,0.0
2015-05-03T11:00:00-03:00[America/Sao_Paulo],BTC,241.98,241.85,241.17,242.16,434.4121079,-0.062
2015-05-03T12:00:00-03:00[America/Sao_Paulo],BTC,241.87,242.91,241.87,242.95,219.77010786,0.4383
2015-05-03T13:00:00-03:00[America/Sao_Paulo],BTC,242.93,241.84,240.6,242.97,456.03377164,-0.4405
2015-05-03T14:00:00-03:00[America/Sao_Paulo],BTC,241.84,240.63,240.63,241.84,242.26280735,-0.5003
2015-05-03T15:00:00-03:00[America/Sao_Paulo],BTC,240.64,241.57,240.56,241.57,201.7585404,0.3906
2015-05-03T16:00:00-03:00[America/Sao_Paulo],BTC,241.54,241.41,240.6,241.87,395.67424989,-0.0662
2015-05-03T17:00:00-03:00[America/Sao_Paulo],BTC,241.49,241.97,241.36,241.99,232.42931543,0.232
2015-05-03T18:00:00-03:00[America/Sao_Paulo],BTC,241.94,241.5,241.36,241.98,254.055322,-0.1942
2015-05-03T19:00:00-03:00[America/Sao_Paulo],BTC,241.57,240.27,240.04,241.57,334.25425458,-0.5093
2015-05-03T20:00:00-03:00[America/Sao_Paulo],BTC,240.26,240.29,239.62,240.64,358.99551615,0.0083
2015-05-03T21:00:00-03:00[America/Sao_Paulo],BTC,240.58,240.99,240.16,241.29,552.77827068,0.2913
2015-05-03T22:00:00-03:00[America/Sao_Paulo],BTC,240.87,239.6,239.15,241.31,397.84749621,-0.5768
2015-05-03T23:00:00-03:00[America/Sao_Paulo],BTC,239.49,240.52,239.1,240.99,810.62907046,0.384
2015-05-04T00:00:00-03:00[America/Sao_Paulo],BTC,240.52,240.18,240.0,240.52,250.26286704,-0.1414
2015-05-04T01:00:00-03:00[America/Sao_Paulo],BTC,240.22,240.65,239.53,240.77,255.06513922,0.1957
2015-05-04T02:00:00-03:00[America/Sao_Paulo],BTC,240.76,241.75,240.65,242.0,277.4589914,0.4571
2015-05-04T03:00:00-03:00[America/Sao_Paulo],BTC,241.74,241.51,240.51,241.81,342.63733488,-0.0993
2015-05-04T04:00:00-03:00[America/Sao_Paulo],BTC,241.67,241.85,241.07,241.99,350.0848029,0.1408
2015-05-04T05:00:00-03:00[America/Sao_Paulo],BTC,241.89,241.42,241.07,242.0,251.15552855,-0.1778
2015-05-04T06:00:00-03:00[America/Sao_Paulo],BTC,241.42,240.97,240.61,241.64,127.95871197,-0.1864
2015-05-04T07:00:00-03:00[America/Sao_Paulo],BTC,241.12,240.64,240.56,241.25,171.96293225,-0.1369
2015-05-04T08:00:00-03:00[America/Sao_Paulo],BTC,240.72,241.24,240.64,241.26,94.05913181,0.2493
2015-05-04T09:00:00-03:00[America/Sao_Paulo],BTC,241.24,241.9,241.2,242.0,164.18887347,0.2736
2015-05-04T10:00:00-03:00[America/Sao_Paulo],BTC,241.87,242.95,241.69,243.05,717.25925617,0.4341
2015-05-04T11:00:00-03:00[America/Sao_Paulo],BTC,242.97,242.64,241.63,243.0,330.4495227,-0.1276
2015-05-04T12:00:00-03:00[America/Sao_Paulo],BTC,242.66,240.82,240.8,243.99,557.15521249,-0.7501
2015-05-04T13:00:00-03:00[America/Sao_Paulo],BTC,240.8,238.53,238.06,242.11,946.21710952,-0.9509
2015-05-04T14:00:00-03:00[America/Sao_Paulo],BTC,238.58,241.23,238.53,242.24,841.41701694,1.1319
2015-05-04T15:00:00-03:00[America/Sao_Paulo],BTC,241.21,240.13,239.77,241.21,464.48283375,-0.456
2015-05-04T16:00:00-03:00[America/Sao_Paulo],BTC,240.05,239.66,239.0,240.11,374.39701765,-0.1957
2015-05-04T17:00:00-03:00[America/Sao_Paulo],BTC,239.66,239.04,239.02,240.41,383.05948905,-0.2587
2015-05-04T18:00:00-03:00[America/Sao_Paulo],BTC,239.04,239.3,238.99,239.79,345.28109758,0.1088
2015-05-04T19:00:00-03:00[America/Sao_Paulo],BTC,239.36,239.99,239.0,240.1,303.613651,0.2883
2015-05-04T20:00:00-03:00[America/Sao_Paulo],BTC,240.07,238.81,238.8,240.1,285.34503819,-0.4917
2015-05-04T21:00:00-03:00[America/Sao_Paulo],BTC,238.81,239.82,238.81,240.04,484.45176882,0.4229
2015-05-04T22:00:00-03:00[America/Sao_Paulo],BTC,239.67,239.7,239.64,240.0,261.06795391,-0.05
2015-05-04T23:00:00-03:00[America/Sao_Paulo],BTC,239.67,239.39,239.05,239.99,478.542854,-0.1293
2015-05-05T00:00:00-03:00[America/Sao_Paulo],BTC,239.38,239.88,239.3,239.99,191.8432,0.2047
2015-05-05T01:00:00-03:00[America/Sao_Paulo],BTC,239.88,236.14,235.7,239.99,894.73734659,-1.5591
2015-05-05T02:00:00-03:00[America/Sao_Paulo],BTC,236.13,236.36,236.05,236.83,219.15309256,0.0932
2015-05-05T03:00:00-03:00[America/Sao_Paulo],BTC,236.37,234.98,233.53,236.38,572.41827524,-0.5839
2015-05-05T04:00:00-03:00[America/Sao_Paulo],BTC,234.98,235.57,234.5,235.57,115.40462417,0.2511
2015-05-05T05:00:00-03:00[America/Sao_Paulo],BTC,235.56,235.58,234.85,236.2,243.91810646,0.0042
2015-05-05T06:00:00-03:00[America/Sao_Paulo],BTC,235.58,234.1,233.38,235.58,528.36640722,-0.6282
2015-05-05T07:00:00-03:00[America/Sao_Paulo],BTC,234.1,232.14,232.0,234.53,439.84484843,-0.8372
2015-05-05T08:00:00-03:00[America/Sao_Paulo],BTC,232.15,234.45,232.15,234.75,189.43409548,0.9951
2015-05-05T09:00:00-03:00[America/Sao_Paulo],BTC,234.44,233.73,232.9,234.89,351.07351465,-0.3071
2015-05-05T10:00:00-03:00[America/Sao_Paulo],BTC,233.88,235.58,232.95,235.58,675.19043265,0.7915
2015-05-05T11:00:00-03:00[America/Sao_Paulo],BTC,235.54,234.02,233.93,235.73,301.95581468,-0.6622
2015-05-05T12:00:00-03:00[America/Sao_Paulo],BTC,234.29,235.31,234.0,235.41,514.70691183,0.5512
2015-05-05T13:00:00-03:00[America/Sao_Paulo],BTC,235.4,235.49,235.28,235.9,352.81872726,0.0765
2015-05-05T14:00:00-03:00[America/Sao_Paulo],BTC,235.66,235.37,235.28,235.83,470.52011072,-0.051
2015-05-05T15:00:00-03:00[America/Sao_Paulo],BTC,235.37,236.17,234.83,236.25,365.07491327,0.3399
2015-05-05T16:00:00-03:00[America/Sao_Paulo],BTC,236.13,235.38,235.38,236.13,350.99215453,-0.3345
2015-05-05T17:00:00-03:00[America/Sao_Paulo],BTC,235.39,235.4,235.38,236.11,503.76136739,0.0085
2015-05-05T18:00:00-03:00[America/Sao_Paulo],BTC,235.39,235.58,235.39,236.24,475.33094955,0.0765
2015-05-05T19:00:00-03:00[America/Sao_Paulo],BTC,235.66,236.0,234.71,236.25,576.31834873,0.1783
2015-05-05T20:00:00-03:00[America/Sao_Paulo],BTC,236.0,236.3,236.0,236.93,552.51018818,0.1271
2015-05-05T21:00:00-03:00[America/Sao_Paulo],BTC,236.3,236.75,235.89,236.92,325.03569653,0.1904
2015-05-05T22:00:00-03:00[America/Sao_Paulo],BTC,236.76,236.9,236.54,237.87,453.62829754,0.0634
2015-05-05T23:00:00-03:00[America/Sao_Paulo],BTC,236.9,236.37,236.01,236.92,337.30608317,-0.2237
2015-05-06T00:00:00-03:00[America/Sao_Paulo],BTC,236.4,235.54,235.46,236.6,215.7749023,-0.3511
2015-05-06T01:00:00-03:00[America/Sao_Paulo],BTC,235.54,235.75,235.43,236.08,265.77054856,0.0892
2015-05-06T02:00:00-03:00[America/Sao_Paulo],BTC,235.75,235.91,235.61,236.77,431.1370472,0.0679
2015-05-06T03:00:00-03:00[America/Sao_Paulo],BTC,235.89,234.7,233.44,235.89,501.20836534,-0.5129
2015-05-06T04:00:00-03:00[America/Sao_Paulo],BTC,234.68,235.5,234.31,235.53,131.71471477,0.3409
2015-05-06T05:00:00-03:00[America/Sao_Paulo],BTC,235.45,235.14,234.64,235.48,213.82400612,-0.1529
2015-05-06T06:00:00-03:00[America/Sao_Paulo],BTC,235.18,235.14,234.95,235.79,87.05781503,0.0
2015-05-06T07:00:00-03:00[America/Sao_Paulo],BTC,235.3,235.94,235.24,235.94,101.84576857,0.3402
2015-05-06T08:00:00-03:00[America/Sao_Paulo],BTC,235.94,235.17,234.66,236.0,93.621392,-0.3264
2015-05-06T09:00:00-03:00[America/Sao_Paulo],BTC,235.18,234.99,234.44,235.18,182.92154812,-0.0765
2015-05-06T10:00:00-03:00[America/Sao_Paulo],BTC,234.98,235.09,234.48,235.52,171.26204833,0.0426
2015-05-06T11:00:00-03:00[America/Sao_Paulo],BTC,235.09,235.51,234.44,235.52,201.91532736,0.1787
2015-05-06T12:00:00-03:00[America/Sao_Paulo],BTC,235.51,235.52,234.42,235.69,442.56216681,0.0042
2015-05-06T13:00:00-03:00[America/Sao_Paulo],BTC,235.35,235.2,235.05,235.78,313.82399805,-0.1359
2015-05-06T14:00:00-03:00[America/Sao_Paulo],BTC,235.13,235.49,235.13,235.77,263.75177888,0.1233
2015-05-06T15:00:00-03:00[America/Sao_Paulo],BTC,235.49,235.86,235.41,235.87,328.33045985,0.1571
2015-05-06T16:00:00-03:00[America/Sao_Paulo],BTC,235.86,235.92,235.8,235.94,485.85601613,0.0254
2015-05-06T17:00:00-03:00[America/Sao_Paulo],BTC,235.91,235.82,235.31,236.17,413.93354197,-0.0424
2015-05-06T18:00:00-03:00[America/Sao_Paulo],BTC,235.71,234.6,234.39,235.81,488.86418884,-0.5173
2015-05-06T19:00:00-03:00[America/Sao_Paulo],BTC,234.69,230.94,228.38,234.7,1077.59709407,-1.5601
2015-05-06T20:00:00-03:00[America/Sao_Paulo],BTC,230.94,229.94,229.12,231.77,743.61759865,-0.433
2015-05-06T21:00:00-03:00[America/Sao_Paulo],BTC,230.08,230.0,228.38,231.21,376.78968118,0.0261
2015-05-06T22:00:00-03:00[America/Sao_Paulo],BTC,229.98,231.36,229.93,231.36,363.2465861,0.5913
2015-05-06T23:00:00-03:00[America/Sao_Paulo],BTC,231.28,230.47,230.2,231.8,487.4926706,-0.3847
2015-05-07T00:00:00-03:00[America/Sao_Paulo],BTC,230.5,230.3,230.0,231.01,487.5397624,-0.0738
2015-05-07T01:00:00-03:00[America/Sao_Paulo],BTC,230.3,230.58,230.1,230.6,441.36467911,0.1216
2015-05-07T02:00:00-03:00[America/Sao_Paulo],BTC,230.57,230.38,230.29,230.72,214.28442,-0.0867
2015-05-07T03:00:00-03:00[America/Sao_Paulo],BTC,230.38,230.25,230.04,230.53,260.71913067,-0.0564
2015-05-07T04:00:00-03:00[America/Sao_Paulo],BTC,230.25,229.22,229.0,230.28,533.2463576,-0.4473
2015-05-07T05:00:00-03:00[America/Sao_Paulo],BTC,229.22,229.55,228.67,229.82,276.61402631,0.144
2015-05-07T06:00:00-03:00[America/Sao_Paulo],BTC,229.79,229.38,228.89,229.79,141.15537012,-0.0741
2015-05-07T07:00:00-03:00[America/Sao_Paulo],BTC,229.39,229.48,229.1,229.5,119.0112,0.0436
2015-05-07T08:00:00-03:00[America/Sao_Paulo],BTC,229.35,231.12,229.15,231.13,110.71561868,0.7147
2015-05-07T09:00:00-03:00[America/Sao_Paulo],BTC,231.11,231.4,230.97,231.54,78.73570572,0.1211
2015-05-07T10:00:00-03:00[America/Sao_Paulo],BTC,231.33,231.49,231.32,231.97,158.9923203,0.0389
2015-05-07T11:00:00-03:00[America/Sao_Paulo],BTC,231.48,231.92,231.44,231.95,192.77630166,0.1858
2015-05-07T12:00:00-03:00[America/Sao_Paulo],BTC,231.92,232.55,231.73,232.99,623.79094235,0.2716
2015-05-07T13:00:00-03:00[America/Sao_Paulo],BTC,232.55,231.73,231.2,232.56,431.12841328,-0.3526
2015-05-07T14:00:00-03:00[America/Sao_Paulo],BTC,231.73,232.98,231.73,232.99,537.92522466,0.5394
2015-05-07T15:00:00-03:00[America/Sao_Paulo],BTC,232.68,234.33,232.67,234.95,680.97745809,0.5794
2015-05-07T16:00:00-03:00[America/Sao_Paulo],BTC,234.34,237.72,234.32,238.6,974.67157817,1.4467
2015-05-07T17:00:00-03:00[America/Sao_Paulo],BTC,237.72,237.0,236.14,239.18,840.70095798,-0.3029
2015-05-07T18:00:00-03:00[America/Sao_Paulo],BTC,237.06,237.53,236.96,239.0,396.49150077,0.2236
2015-05-07T19:00:00-03:00[America/Sao_Paulo],BTC,237.63,238.12,237.0,238.48,372.86437558,0.2484
2015-05-07T20:00:00-03:00[America/Sao_Paulo],BTC,238.14,238.0,237.32,238.63,292.96064198,-0.0504
2015-05-07T21:00:00-03:00[America/Sao_Paulo],BTC,238.12,237.99,236.8,238.63,322.24766552,-0.0042
2015-05-07T22:00:00-03:00[America/Sao_Paulo],BTC,237.78,237.57,237.43,237.99,157.29750494,-0.1765
2015-05-07T23:00:00-03:00[America/Sao_Paulo],BTC,237.59,237.33,237.1,238.6,320.5199703,-0.101
2015-05-08T00:00:00-03:00[America/Sao_Paulo],BTC,237.38,236.92,236.68,238.06,212.76107907,-0.1728
2015-05-08T01:00:00-03:00[America/Sao_Paulo],BTC,236.97,237.49,236.68,237.76,210.04996554,0.2406
2015-05-08T02:00:00-03:00[America/Sao_Paulo],BTC,237.49,237.4,237.3,237.68,124.02435465,-0.0379
2015-05-08T03:00:00-03:00[America/Sao_Paulo],BTC,237.4,236.93,236.35,237.47,291.38329247,-0.198
2015-05-08T04:00:00-03:00[America/Sao_Paulo],BTC,236.8,237.68,236.8,237.99,229.44488935,0.3165
2015-05-08T05:00:00-03:00[America/Sao_Paulo],BTC,237.72,238.0,237.11,238.43,202.11822128,0.1346
2015-05-08T06:00:00-03:00[America/Sao_Paulo],BTC,237.98,237.89,237.56,238.42,100.12401938,-0.0462
2015-05-08T07:00:00-03:00[America/Sao_Paulo],BTC,237.87,237.95,237.84,238.2,96.02205,0.0252
2015-05-08T08:00:00-03:00[America/Sao_Paulo],BTC,237.97,238.06,237.75,238.25,69.49504449,0.0462
2015-05-08T09:00:00-03:00[America/Sao_Paulo],BTC,238.19,238.27,237.78,238.27,97.32181492,0.0882
2015-05-08T10:00:00-03:00[America/Sao_Paulo],BTC,238.25,238.0,237.86,238.27,209.2450947,-0.1133
2015-05-08T11:00:00-03:00[America/Sao_Paulo],BTC,238.09,237.3,236.99,238.1,234.72887047,-0.2941
2015-05-08T12:00:00-03:00[America/Sao_Paulo],BTC,237.31,238.25,237.31,238.25,195.82753787,0.4003
2015-05-08T13:00:00-03:00[America/Sao_Paulo],BTC,238.23,244.8,237.82,244.8,679.24408782,2.7492
2015-05-08T14:00:00-03:00[America/Sao_Paulo],BTC,244.76,246.01,242.92,247.06,1676.53922867,0.4943
2015-05-08T15:00:00-03:00[America/Sao_Paulo],BTC,246.12,246.4,244.0,246.49,647.21703187,0.1585
2015-05-08T16:00:00-03:00[America/Sao_Paulo],BTC,246.31,245.79,244.35,246.47,900.51225401,-0.2476
2015-05-08T17:00:00-03:00[America/Sao_Paulo],BTC,245.98,245.6,245.15,246.15,602.96985626,-0.0773
2015-05-08T18:00:00-03:00[America/Sao_Paulo],BTC,245.99,245.9,245.17,246.55,432.16175988,0.1221
2015-05-08T19:00:00-03:00[America/Sao_Paulo],BTC,245.9,245.13,245.09,245.96,344.82886862,-0.3131
