Date,Symbol,Open,Close,Low,High,Volume BTC,Volume USD
2018-11-04 09-AM,BTC,6345,6337.1,6332,6345,15.97,101261.87
2018-11-04 08-AM,BTC,6338.6,6345,6337.6,6345,31.03,196757.84
2018-11-04 07-AM,BTC,6336.8,6338.6,6335.6,6343.3,21.38,135557.99
2018-11-04 06-AM,BTC,6328.9,6336.8,6328.7,6356.5,178.57,1131825.92
2018-11-04 05-AM,BTC,6327.3,6328.9,6324.2,6328.9,28.65,181273.62
2018-11-04 04-AM,BTC,6324.5,6327.3,6323.6,6328.9,22.35,141382.29
2018-11-04 03-AM,BTC,6327.6,6324.5,6320,6328,24.25,153378.46
2018-11-04 02-AM,BTC,6328,6327.6,6325.6,6328,13.67,86483.2
2018-11-04 01-AM,BTC,6328.6,6328,6328,6330.9,6.12,38728.35
2018-11-04 12-AM,BTC,6331.4,6328.6,6316.3,6332.3,48.5,306701.31
2018-11-03 11-PM,BTC,6330.8,6331.4,6326.7,6334,5.72,36233.1
2018-11-03 10-PM,BTC,6334.9,6330.8,6329.1,6334.9,5.33,33773.68
2018-11-03 09-PM,BTC,6340,6334.9,6325.7,6340,29.37,185980.09
2018-11-03 08-PM,BTC,6331,6340,6331,6342.5,27.98,177345.02
2018-11-03 07-PM,BTC,6328.1,6331,6327.9,6333.2,54.44,344632.46
2018-11-03 06-PM,BTC,6325,6328.1,6325,6328.3,7.07,44690.66
2018-11-03 05-PM,BTC,6325.5,6325,6324,6326.6,24.48,154859.13
2018-11-03 04-PM,BTC,6328.8,6325.5,6323.1,6329.4,22.34,141307
2018-11-03 03-PM,BTC,6329.9,6328.8,6328.3,6330,14.8,93667.79
2018-11-03 02-PM,BTC,6321.3,6329.9,6321.3,6330,4.25,26870.2
2018-11-03 01-PM,BTC,6327.8,6321.3,6312.1,6327.9,78.12,493629.59
2018-11-03 12-PM,BTC,6325,6327.8,6318,6331.1,18.93,119734.35
2018-11-03 11-AM,BTC,6330,6325,6323.3,6332.5,13.87,87771.92
2018-11-03 10-AM,BTC,6331.8,6330,6325.6,6332.3,33.36,211141.81
2018-11-03 09-AM,BTC,6337.8,6331.8,6300.6,6341.6,225.33,1424101.82
2018-11-03 08-AM,BTC,6337,6337.8,6337,6338.3,13.53,85758.1
2018-11-03 07-AM,BTC,6337,6337,6336.9,6337,5.14,32585.25
2018-11-03 06-AM,BTC,6335.3,6337,6335.2,6337,4.13,26183.28
2018-11-03 05-AM,BTC,6334.8,6335.3,6334.6,6335.9,3.39,21483.73
2018-11-03 04-AM,BTC,6336.6,6334.8,6334.8,6336.7,15.3,96950.52
2018-11-03 03-AM,BTC,6339,6336.6,6335.4,6341.6,9.16,58032.7
2018-11-03 02-AM,BTC,6346.4,6339,6335.4,6347.5,20.29,128676.65
2018-11-03 01-AM,BTC,6344.3,6346.4,6340.7,6347.6,9.17,58182.66
2018-11-03 12-AM,BTC,6346.2,6344.3,6330.4,6347.1,37.35,236764.24
2018-11-02 11-PM,BTC,6341.6,6346.2,6338.6,6347.4,30.06,190718.03
2018-11-02 10-PM,BTC,6352.5,6341.6,6318.2,6352.5,218.21,1382968.59
2018-11-02 09-PM,BTC,6353.3,6352.5,6351,6354.3,30.24,192090.07
2018-11-02 08-PM,BTC,6352.7,6353.3,6351.9,6353.3,27.69,175932.78
2018-11-02 07-PM,BTC,6350.5,6352.7,6346.3,6354.1,31.77,201689.27
2018-11-02 06-PM,BTC,6352.1,6350.5,6350,6357.2,50.47,320588.33
2018-11-02 05-PM,BTC,6355,6352.1,6352,6359.6,39.89,253439.93
2018-11-02 04-PM,BTC,6357.2,6355,6352,6359.6,32.66,207578.15
2018-11-02 03-PM,BTC,6364.8,6357.2,6355.7,6374.7,113.05,719303.75
2018-11-02 02-PM,BTC,6352,6364.8,6352,6364.9,36.14,229795.21
2018-11-02 01-PM,BTC,6345.6,6352,6345.6,6364.4,170.59,1084237.01
2018-11-02 12-PM,BTC,6344.9,6345.6,6341.9,6348.4,29.62,187984.11
2018-11-02 11-AM,BTC,6337,6344.9,6333.3,6345,57.79,366235.22
2018-11-02 10-AM,BTC,6339.2,6337,6333.3,6344.1,230.03,1457339.11
2018-11-02 09-AM,BTC,6345,6339.2,6329.1,6345.1,49.26,312307.83
2018-11-02 08-AM,BTC,6349.6,6345,6345,6353.6,39.11,248306.11
2018-11-02 07-AM,BTC,6353.2,6349.6,6342.6,6353.2,42.52,269889.44
2018-11-02 06-AM,BTC,6354.9,6353.2,6353.1,6355.4,12.83,81543.96
2018-11-02 05-AM,BTC,6355.8,6354.9,6350,6355.8,33.95,215700.09
2018-11-02 04-AM,BTC,6360,6355.8,6353.3,6370.2,77.14,490787.68
2018-11-02 03-AM,BTC,6355.5,6360,6353.3,6360,45.47,289104.1
2018-11-02 02-AM,BTC,6362,6355.5,6350.4,6368.3,51.79,329383.14
2018-11-02 01-AM,BTC,6378.3,6362,6360,6378.3,201.38,1282263.19
2018-11-02 12-AM,BTC,6339.9,6378.3,6339.9,6378.3,113.35,720551.48
2018-11-01 11-PM,BTC,6337,6339.9,6335.7,6345,63.31,401321.46
2018-11-01 10-PM,BTC,6350.8,6337,6329.4,6354.6,156.11,989347.37
2018-11-01 09-PM,BTC,6338.1,6350.8,6334.8,6367.7,143.96,913382.45
2018-11-01 08-PM,BTC,6320,6338.1,6319.9,6342.6,87.89,556267.78
2018-11-01 07-PM,BTC,6314.1,6320,6314.1,6327.1,163.1,1030959.81
2018-11-01 06-PM,BTC,6308.7,6314.1,6308.7,6314.2,101.98,643536.01
2018-11-01 05-PM,BTC,6305.8,6308.7,6305.8,6308.8,19.67,124108.26
2018-11-01 04-PM,BTC,6305,6305.8,6304,6306.9,18.28,115251.69
2018-11-01 03-PM,BTC,6307.9,6305,6304.9,6309.8,80.64,508510.05
2018-11-01 02-PM,BTC,6305.2,6307.9,6304.8,6308.7,143.05,902247.89
2018-11-01 01-PM,BTC,6304.1,6305.2,6300.2,6306.3,53.67,338382.76
2018-11-01 12-PM,BTC,6309.6,6304.1,6290.6,6309.6,87.79,552848.16
2018-11-01 11-AM,BTC,6308.9,6309.6,6307.7,6309.6,31.82,200720.47
2018-11-01 10-AM,BTC,6306,6308.9,6305.9,6309,13.9,87654.44
2018-11-01 09-AM,BTC,6305,6306,6304.9,6306,16.55,104329.97
2018-11-01 08-AM,BTC,6310,6305,6302.1,6310,17.93,113071.65
2018-11-01 07-AM,BTC,6305.5,6310,6298.5,6310,46.68,294362.52
2018-11-01 06-AM,BTC,6299.6,6305.5,6298.5,6305.5,22.74,143252.09
2018-11-01 05-AM,BTC,6300.4,6299.6,6299.6,6304.4,57.49,362317.46
2018-11-01 04-AM,BTC,6296,6300.4,6290.9,6301.3,41.98,264250.41
2018-11-01 03-AM,BTC,6304.7,6296,6295.1,6306.8,164.27,1035050.85
2018-11-01 02-AM,BTC,6305,6304.7,6301.1,6310,68.98,434973.62
2018-11-01 01-AM,BTC,6307.7,6305,6305,6308.8,13.93,87855.27
2018-11-01 12-AM,BTC,6307.5,6307.7,6301.8,6310.2,154.09,972009.89
2018-10-31 11-PM,BTC,6312,6307.5,6303.1,6312,61.72,389265.94
2018-10-31 10-PM,BTC,6307.5,6312,6304.1,6313.9,26.68,168372.1
2018-10-31 09-PM,BTC,6301.7,6307.5,6300,6307.5,52.81,332899.27
2018-10-31 08-PM,BTC,6306,6301.7,6301.7,6307.5,45.95,289736.86
2018-10-31 07-PM,BTC,6302.9,6306,6300.6,6307.5,74.23,468005.76
2018-10-31 06-PM,BTC,6300.1,6302.9,6296.6,6309.7,43.08,271524.15
2018-10-31 05-PM,BTC,6306,6300.1,6300,6317,126.78,799821.95
2018-10-31 04-PM,BTC,6324.4,6306,6300.9,6329.7,183.82,1159476.7
2018-10-31 03-PM,BTC,6224.6,6324.4,6205,6377,1012.45,6369838.38
2018-10-31 02-PM,BTC,6254.3,6224.6,6220.7,6255.4,411.88,2570244.26
2018-10-31 01-PM,BTC,6266.8,6254.3,6254.2,6266.8,53.6,335511.17
2018-10-31 12-PM,BTC,6263.8,6266.8,6263.7,6267.3,24.24,151841.83
2018-10-31 11-AM,BTC,6269.9,6263.8,6261.5,6272.9,117.33,735261.78
2018-10-31 10-AM,BTC,6257.8,6269.9,6255.7,6270,96.81,606222.39
2018-10-31 09-AM,BTC,6260.9,6257.8,6257,6264,89.29,558880.24
2018-10-31 08-AM,BTC,6265.4,6260.9,6259.4,6267.7,91,569920.84
2018-10-31 07-AM,BTC,6266.4,6265.4,6263.6,6267.3,33.85,212109.57
2018-10-31 06-AM,BTC,6271.9,6266.4,6265.2,6272.2,13.55,84922.87
2018-10-31 05-AM,BTC,6268.4,6271.9,6267.6,6272,12.05,75582.44
2018-10-31 04-AM,BTC,6268.1,6268.4,6265.9,6271.3,80.16,502405.34
2018-10-31 03-AM,BTC,6268.1,6268.1,6267.8,6268.1,25.2,157942.69
2018-10-31 02-AM,BTC,6262.5,6268.1,6258.2,6277.5,255.32,1599761.57
2018-10-31 01-AM,BTC,6279.7,6262.5,6257.8,6279.9,95.26,596983.28
2018-10-31 12-AM,BTC,6275,6279.7,6275,6280,16.38,102786.01
2018-10-30 11-PM,BTC,6276,6275,6275,6280.8,32.79,205879.85
2018-10-30 10-PM,BTC,6289.1,6276,6273.5,6299.4,716.2,4500617.7
2018-10-30 09-PM,BTC,6275,6289.1,6275,6289.7,1083.34,6805351.36
2018-10-30 08-PM,BTC,6260.4,6275,6259.7,6275.6,502.14,3145937.23
2018-10-30 07-PM,BTC,6256.3,6260.4,6256.3,6261.6,289.16,1810325.15
2018-10-30 06-PM,BTC,6261.2,6256.3,6247.7,6268,222.42,1392099.61
2018-10-30 05-PM,BTC,6269.8,6261.2,6260.5,6269.9,166.17,1041069.57
2018-10-30 04-PM,BTC,6270.3,6269.8,6243.9,6283.8,410.99,2575992.55
2018-10-30 03-PM,BTC,6255.2,6270.3,6255.1,6281.3,200.66,1258486.25
2018-10-30 02-PM,BTC,6256.7,6255.2,6250,6268.4,375.02,2346739.76
2018-10-30 01-PM,BTC,6265.9,6256.7,6256.7,6266.1,147.98,926719.66
2018-10-30 12-PM,BTC,6260.4,6265.9,6260.4,6275.1,52.01,326059.08
2018-10-30 11-AM,BTC,6254.2,6260.4,6250,6260.4,80.03,500569.43
2018-10-30 10-AM,BTC,6254.2,6254.2,6250.5,6254.3,71.59,447685.31
2018-10-30 09-AM,BTC,6257.1,6254.2,6242,6258.6,160.85,1005507.69
2018-10-30 08-AM,BTC,6276.7,6257.1,6251.3,6276.7,54.09,338753.87
2018-10-30 07-AM,BTC,6282,6276.7,6271.7,6288.9,44.17,277380.92
2018-10-30 06-AM,BTC,6276.1,6282,6276.1,6282,13.22,83015.29
2018-10-30 05-AM,BTC,6289.2,6276.1,6273.5,6291.2,49.68,312308.54
2018-10-30 04-AM,BTC,6272.1,6289.2,6271.3,6291.9,84.88,533311.78
2018-10-30 03-AM,BTC,6266.3,6272.1,6265.6,6280,62.55,392536.92
2018-10-30 02-AM,BTC,6262,6266.3,6261.9,6270.9,17.19,107717.18
2018-10-30 01-AM,BTC,6268.1,6262,6260.8,6268.8,73.46,460139.18
2018-10-30 12-AM,BTC,6266.3,6268.1,6264.6,6269.5,22.4,140407.3
2018-10-29 11-PM,BTC,6265.7,6266.3,6263.6,6267.2,21.38,133923.29
2018-10-29 10-PM,BTC,6240.9,6265.7,6240.9,6265.9,46.35,289991.12
2018-10-29 09-PM,BTC,6245.3,6240.9,6240,6246.7,40.03,249861.55
2018-10-29 08-PM,BTC,6247.4,6245.3,6241.3,6259.5,99.43,621657.64
2018-10-29 07-PM,BTC,6265.5,6247.4,6233.4,6265.5,132.72,829915.11
2018-10-29 06-PM,BTC,6261.8,6265.5,6260.4,6269,29.92,187456.04
2018-10-29 05-PM,BTC,6272.9,6261.8,6254.4,6274.6,89.17,558764.64
2018-10-29 04-PM,BTC,6281.4,6272.9,6270,6281.5,81.7,512641.8
2018-10-29 03-PM,BTC,6267,6281.4,6266.9,6282.5,65.69,412343.82
2018-10-29 02-PM,BTC,6271.1,6267,6262.1,6274.5,99.39,622929.87
2018-10-29 01-PM,BTC,6259.5,6271.1,6254.5,6295.1,307.57,1928430.91
2018-10-29 12-PM,BTC,6330,6259.5,6201,6332,723.46,4528699.7
2018-10-29 11-AM,BTC,6390,6330,6258,6390,1118.63,7065015.86
2018-10-29 10-AM,BTC,6386.4,6390,6385,6395,47.28,302182.81
2018-10-29 09-AM,BTC,6394,6386.4,6376.6,6394,144.87,925071.29
2018-10-29 08-AM,BTC,6402.6,6394,6391.9,6406.4,148.53,949991.04
2018-10-29 07-AM,BTC,6405.9,6402.6,6400.7,6409.9,51.94,332657.45
2018-10-29 06-AM,BTC,6411.5,6405.9,6403.7,6411.5,72.2,462558.38
2018-10-29 05-AM,BTC,6407.3,6411.5,6405.1,6411.5,27.07,173433.85
2018-10-29 04-AM,BTC,6414.1,6407.3,6407.3,6417.9,37.47,240248.58
2018-10-29 03-AM,BTC,6413.2,6414.1,6411.6,6419.6,46.69,299494.16
2018-10-29 02-AM,BTC,6408.5,6413.2,6406,6423,73.39,470755.71
2018-10-29 01-AM,BTC,6406.4,6408.5,6405,6410.9,13.78,88308.11
2018-10-29 12-AM,BTC,6408.1,6406.4,6405,6411.1,38.73,248155.87
2018-10-28 11-PM,BTC,6401.3,6408.1,6399,6433.6,226.92,1456796.38
2018-10-28 10-PM,BTC,6396.5,6401.3,6396.5,6401.3,16.11,103079.94
2018-10-28 09-PM,BTC,6396.6,6396.5,6395,6399.5,17.6,112636.95
2018-10-28 08-PM,BTC,6395,6396.6,6388,6399.3,24.88,159079.73
2018-10-28 07-PM,BTC,6402.2,6395,6393,6404.2,28.31,181162.89
2018-10-28 06-PM,BTC,6405.1,6402.2,6394.4,6405.9,47.09,301384.82
2018-10-28 05-PM,BTC,6404.5,6405.1,6404,6406.3,12.36,79137.87
2018-10-28 04-PM,BTC,6405.6,6404.5,6400.5,6405.6,23.3,149160.45
2018-10-28 03-PM,BTC,6408.7,6405.6,6405,6409.5,22.81,146176.73
2018-10-28 02-PM,BTC,6412.8,6408.7,6408.6,6412.8,61.09,391568.34
2018-10-28 01-PM,BTC,6406.8,6412.8,6405,6417.3,55.18,353730.09
2018-10-28 12-PM,BTC,6405.1,6406.8,6404.6,6407.6,9.07,58119.11
2018-10-28 11-AM,BTC,6407.5,6405.1,6402.3,6408.4,16.04,102706.68
2018-10-28 10-AM,BTC,6405.2,6407.5,6404.4,6410,10.17,65120.74
2018-10-28 09-AM,BTC,6406.5,6405.2,6405,6408.4,7.02,44982.98
2018-10-28 08-AM,BTC,6406.6,6406.5,6403.4,6406.6,5.8,37179.67
2018-10-28 07-AM,BTC,6408,6406.6,6405,6412.9,38.68,247849.68
2018-10-28 06-AM,BTC,6414.8,6408,6408,6414.8,13.53,86721.71
2018-10-28 05-AM,BTC,6412,6414.8,6410.9,6415.7,14.22,91182.66
2018-10-28 04-AM,BTC,6409.9,6412,6409.8,6412.4,10.93,70045.24
2018-10-28 03-AM,BTC,6409.6,6409.9,6408.1,6413,13.28,85153.95
2018-10-28 02-AM,BTC,6409,6409.6,6409,6409.8,34.2,219167.64
2018-10-28 01-AM,BTC,6408.4,6409,6408.4,6409.8,14.69,94156.44
2018-10-28 12-AM,BTC,6410.4,6408.4,6408.3,6410.7,50.06,320861.02
2018-10-27 11-PM,BTC,6412.5,6410.4,6410,6414.8,11.24,72046.7
2018-10-27 10-PM,BTC,6413.6,6412.5,6412.5,6417.1,29.61,189928.66
2018-10-27 09-PM,BTC,6404,6413.6,6404,6413.7,60.41,387147.93
2018-10-27 08-PM,BTC,6399.8,6404,6398.2,6408.7,38.81,248519.2
2018-10-27 07-PM,BTC,6402.8,6399.8,6399.8,6405,38.79,248346.61
2018-10-27 06-PM,BTC,6406.5,6402.8,6400.2,6407.5,8.45,54116.04
2018-10-27 05-PM,BTC,6401.9,6406.5,6398.2,6409.8,100.91,646318.76
2018-10-27 04-PM,BTC,6399.9,6401.9,6394.4,6402.9,15.12,96701.79
2018-10-27 03-PM,BTC,6393.9,6399.9,6389.2,6400,45.21,289085.75
2018-10-27 02-PM,BTC,6402.4,6393.9,6385,6402.4,90.67,579493.42
2018-10-27 01-PM,BTC,6405.6,6402.4,6402.4,6409.9,17.54,112396.13
2018-10-27 12-PM,BTC,6405.4,6405.6,6403.2,6405.6,8.13,52095.03
2018-10-27 11-AM,BTC,6409,6405.4,6402,6410.1,17.44,111712.93
2018-10-27 10-AM,BTC,6413.4,6409,6408.8,6414.3,9.35,59927.31
2018-10-27 09-AM,BTC,6411.9,6413.4,6408.7,6416,3.35,21482.11
2018-10-27 08-AM,BTC,6415.9,6411.9,6411.9,6416.9,12.76,81867.4
2018-10-27 07-AM,BTC,6414.4,6415.9,6414.4,6419.6,9.47,60760.76
2018-10-27 06-AM,BTC,6414.1,6414.4,6413.5,6415.9,1.85,11838.88
2018-10-27 05-AM,BTC,6419.8,6414.1,6413.5,6419.8,5.58,35807.65
2018-10-27 04-AM,BTC,6420.7,6419.8,6412,6420.8,18.12,116314.36
2018-10-27 03-AM,BTC,6413.1,6420.7,6412,6422.3,66.89,429262.86
2018-10-27 02-AM,BTC,6412.6,6413.1,6410.6,6414,5.69,36495.26
2018-10-27 01-AM,BTC,6410,6412.6,6409.4,6413,7.93,50810.93
2018-10-27 12-AM,BTC,6409.3,6410,6408.4,6410,23.14,148328.07
2018-10-26 11-PM,BTC,6404.9,6409.3,6400,6409.4,44.29,283625.87
2018-10-26 10-PM,BTC,6405,6404.9,6403.7,6405,24.17,154821.05
2018-10-26 09-PM,BTC,6408.4,6405,6400.8,6409,38.41,246145.47
2018-10-26 08-PM,BTC,6404.3,6408.4,6404.3,6413.6,59.39,380562.83
2018-10-26 07-PM,BTC,6404.2,6404.3,6403.5,6404.3,67.51,432325.13
2018-10-26 06-PM,BTC,6407.9,6404.2,6403.8,6410.7,73.56,471298.05
2018-10-26 05-PM,BTC,6406.8,6407.9,6405,6411.2,19.26,123418.47
2018-10-26 04-PM,BTC,6396.7,6406.8,6396.6,6410.8,87.2,558383.59
2018-10-26 03-PM,BTC,6398.8,6396.7,6393.5,6410,72.04,461055
2018-10-26 02-PM,BTC,6393.5,6398.8,6385.4,6401.3,61.28,391773.29
2018-10-26 01-PM,BTC,6405.2,6393.5,6391.4,6406.5,72.99,466932.79
2018-10-26 12-PM,BTC,6414.8,6405.2,6404.1,6414.8,55.11,353039.43
2018-10-26 11-AM,BTC,6413.6,6414.8,6413.6,6418.7,4.36,27943.53
2018-10-26 10-AM,BTC,6415.5,6413.6,6408.5,6419.6,43.17,276814.58
2018-10-26 09-AM,BTC,6430.9,6415.5,6412.2,6437.3,79.63,511619.44
2018-10-26 08-AM,BTC,6385.6,6430.9,6379.7,6450,248.18,1593755.63
2018-10-26 07-AM,BTC,6394.1,6385.6,6381.5,6395,169.39,1081764.71
2018-10-26 06-AM,BTC,6393.8,6394.1,6393.8,6398,43.95,281071.37
2018-10-26 05-AM,BTC,6385.2,6393.8,6385.2,6393.9,71.83,459230.25
2018-10-26 04-AM,BTC,6392.9,6385.2,6378.9,6392.9,34.54,220546.89
2018-10-26 03-AM,BTC,6394.7,6392.9,6389.8,6394.9,19.57,125108.51
2018-10-26 02-AM,BTC,6394.5,6394.7,6390.6,6394.9,35.68,228066.36
2018-10-26 01-AM,BTC,6399,6394.5,6393.4,6400.3,15.97,102173.96
2018-10-26 12-AM,BTC,6393,6399,6391,6402.8,22.03,140938.3
2018-10-25 11-PM,BTC,6409.7,6393,6393,6409.7,34.4,220275.96
2018-10-25 10-PM,BTC,6399.7,6409.7,6398.4,6409.9,68.08,436098.45
2018-10-25 09-PM,BTC,6402.8,6399.7,6396.2,6403.4,52.15,333755.15
2018-10-25 08-PM,BTC,6409.9,6402.8,6400,6409.9,77.15,494196.93
2018-10-25 07-PM,BTC,6417.8,6409.9,6409.5,6417.8,57.46,368490.83
2018-10-25 06-PM,BTC,6400.5,6417.8,6398.8,6417.8,121.35,777758.13
2018-10-25 05-PM,BTC,6400.9,6400.5,6396.8,6402.3,38.17,244263.97
2018-10-25 04-PM,BTC,6398,6400.9,6396,6408,106.31,680464.81
2018-10-25 03-PM,BTC,6399.9,6398,6396,6403.3,95.3,609922.82
2018-10-25 02-PM,BTC,6407,6399.9,6396.9,6417.7,86.17,552051.36
2018-10-25 01-PM,BTC,6400.5,6407,6390.6,6407.5,48.89,312908.06
2018-10-25 12-PM,BTC,6394.8,6400.5,6388.6,6401.7,54.9,351197.24
2018-10-25 11-AM,BTC,6393.4,6394.8,6387.9,6402.1,35.65,227900.85
2018-10-25 10-AM,BTC,6398.7,6393.4,6392.5,6398.7,69.26,442925.81
2018-10-25 09-AM,BTC,6403.5,6398.7,6393.1,6403.5,8.45,54041.71
2018-10-25 08-AM,BTC,6405,6403.5,6399,6407.6,43.85,280753.87
2018-10-25 07-AM,BTC,6397.8,6405,6397.8,6405,25.64,164178.89
2018-10-25 06-AM,BTC,6394.3,6397.8,6393.8,6397.8,17.41,111355
2018-10-25 05-AM,BTC,6394.6,6394.3,6387.9,6394.7,32.94,210463.82
2018-10-25 04-AM,BTC,6389.8,6394.6,6386.1,6394.7,34.09,217898.75
2018-10-25 03-AM,BTC,6395,6389.8,6385.7,6395.6,34.85,222697.85
2018-10-25 02-AM,BTC,6376.5,6395,6376.5,6396.4,103.78,662938.51
2018-10-25 01-AM,BTC,6419.6,6376.5,6356,6419.6,201.06,1283172.57
2018-10-25 12-AM,BTC,6413.9,6419.6,6406.7,6419.7,35.13,225249.34
2018-10-24 11-PM,BTC,6421,6413.9,6402.5,6421.1,35.44,227159.05
2018-10-24 10-PM,BTC,6425.3,6421,6421,6428.4,42.89,275569.16
2018-10-24 09-PM,BTC,6426.7,6425.3,6425,6426.8,17.21,110566.63
2018-10-24 08-PM,BTC,6423,6426.7,6417.1,6432.4,58.96,378676.24
2018-10-24 07-PM,BTC,6421.5,6423,6407.3,6426.3,145.58,934097.67
2018-10-24 06-PM,BTC,6430.5,6421.5,6421.1,6434.7,103.93,667914.8
2018-10-24 05-PM,BTC,6427.1,6430.5,6415.4,6436.1,141.32,908774.43
2018-10-24 04-PM,BTC,6413,6427.1,6411,6430.7,67.4,433074.26
2018-10-24 03-PM,BTC,6438.5,6413,6412.6,6442.4,67.28,432043.63
2018-10-24 02-PM,BTC,6440.2,6438.5,6434.9,6442.8,39.58,254800.96
2018-10-24 01-PM,BTC,6437.3,6440.2,6437.3,6441.3,87.27,561868.01
2018-10-24 12-PM,BTC,6424.9,6437.3,6424.9,6437.4,61.97,398437.49
2018-10-24 11-AM,BTC,6434.7,6424.9,6422,6434.7,53.53,343909.77
2018-10-24 10-AM,BTC,6428.8,6434.7,6428.8,6449.2,46.46,299260.21
2018-10-24 09-AM,BTC,6430.8,6428.8,6426,6431.2,18.23,117201.08
2018-10-24 08-AM,BTC,6430,6430.8,6428.5,6437.6,25.63,164920.03
2018-10-24 07-AM,BTC,6437.1,6430,6429.3,6437.1,14.32,92128.96
2018-10-24 06-AM,BTC,6437.6,6437.1,6437,6441.1,51.35,330637.71
2018-10-24 05-AM,BTC,6460.7,6437.6,6435.7,6460.7,86.69,558893.16
2018-10-24 04-AM,BTC,6411.7,6460.7,6405.5,6466,180.5,1162771.76
2018-10-24 03-AM,BTC,6399.9,6411.7,6399.9,6415,40.89,262105.78
2018-10-24 02-AM,BTC,6399.4,6399.9,6398.1,6402.4,26.44,169215.73
2018-10-24 01-AM,BTC,6402.2,6399.4,6399,6409,75.17,481125.88
2018-10-24 12-AM,BTC,6394.4,6402.2,6392.7,6402.2,16.1,102951.25
2018-10-23 11-PM,BTC,6390.5,6394.4,6390.4,6402.9,44.96,287658.36
2018-10-23 10-PM,BTC,6397,6390.5,6389.3,6398.4,63.89,408466.64
2018-10-23 09-PM,BTC,6390.2,6397,6389.8,6400,60.31,385799.67
2018-10-23 08-PM,BTC,6406,6390.2,6387.4,6406,64.8,414441.05
2018-10-23 07-PM,BTC,6390,6406,6382.6,6411.4,107.49,687978.98
2018-10-23 06-PM,BTC,6383.5,6390,6380,6393,148.09,945865.27
2018-10-23 05-PM,BTC,6391.1,6383.5,6383.4,6395.7,52.88,337788.95
2018-10-23 04-PM,BTC,6384.4,6391.1,6384.4,6397.3,59.66,381213.83
2018-10-23 03-PM,BTC,6386.1,6384.4,6380.4,6394.7,62.54,399397.74
2018-10-23 02-PM,BTC,6391.3,6386.1,6359.8,6392,82.92,529052.28
2018-10-23 01-PM,BTC,6385,6391.3,6385,6396.6,144.39,922987.01
2018-10-23 12-PM,BTC,6373.7,6385,6372.1,6395.8,181.19,1157055.52
2018-10-23 11-AM,BTC,6375,6373.7,6373.6,6380,20.06,127883.33
2018-10-23 10-AM,BTC,6383.7,6375,6356.2,6388.5,145.01,924014.19
2018-10-23 09-AM,BTC,6399.8,6383.7,6379.2,6399.8,78.91,503916.16
2018-10-23 08-AM,BTC,6398,6399.8,6397.7,6404.1,38.36,245457.62
2018-10-23 07-AM,BTC,6400.7,6398,6386.6,6404.8,105.32,673814.45
2018-10-23 06-AM,BTC,6401.8,6400.7,6393.8,6401.9,177.27,1134198.49
2018-10-23 05-AM,BTC,6403.9,6401.8,6401.8,6407.8,12.8,82010.02
2018-10-23 04-AM,BTC,6392.8,6403.9,6392.8,6403.9,13.19,84370.54
2018-10-23 03-AM,BTC,6412,6392.8,6389,6412,101.6,650431.58
2018-10-23 02-AM,BTC,6412.3,6412,6410.1,6416.93,60.77,389736.99
2018-10-23 01-AM,BTC,6412,6412.3,6411.1,6418,97.93,628094.78
2018-10-23 12-AM,BTC,6409.6,6412,6401.6,6412,141.55,907316.47
2018-10-22 11-PM,BTC,6408,6409.6,6407.7,6412,27.87,178652.72
2018-10-22 10-PM,BTC,6410.1,6408,6407.4,6413.4,60.77,389550.7
2018-10-22 09-PM,BTC,6418.2,6410.1,6406,6420.6,42.85,274773.29
2018-10-22 08-PM,BTC,6396.1,6418.2,6396.1,6427.1,190.22,1218895.48
2018-10-22 07-PM,BTC,6398.5,6396.1,6390.6,6403.8,40.54,259376.71
2018-10-22 06-PM,BTC,6407.6,6398.5,6398.5,6410,101.7,651421.45
2018-10-22 05-PM,BTC,6410.9,6407.6,6405,6416.3,87.29,559609.01
2018-10-22 04-PM,BTC,6398.7,6410.9,6395.1,6411.6,85.03,544482.69
2018-10-22 03-PM,BTC,6395,6398.7,6395,6413.1,112.25,718980.96
2018-10-22 02-PM,BTC,6392.8,6395,6391,6401,74.38,475809.14
2018-10-22 01-PM,BTC,6399.6,6392.8,6367.8,6399.6,64.21,409941.87
2018-10-22 12-PM,BTC,6400,6399.6,6393.5,6400,40.58,259480.86
2018-10-22 11-AM,BTC,6399.3,6400,6398.8,6400,16.98,108657.77
2018-10-22 10-AM,BTC,6404.7,6399.3,6396.8,6404.8,16.66,106658.35
2018-10-22 09-AM,BTC,6398.7,6404.7,6398.4,6404.8,31.87,203973.42
2018-10-22 08-AM,BTC,6411.4,6398.7,6396.4,6415.2,27.94,178856.53
2018-10-22 07-AM,BTC,6420,6411.4,6410,6420.1,12.33,79071.41
2018-10-22 06-AM,BTC,6422.3,6420,6420,6427.9,21.42,137551.27
2018-10-22 05-AM,BTC,6422.7,6422.3,6419.7,6427.3,10.62,68191.23
2018-10-22 04-AM,BTC,6413.3,6422.7,6407.3,6428.7,71.7,460153.63
2018-10-22 03-AM,BTC,6412.4,6413.3,6410,6417,10.4,66700.61
2018-10-22 02-AM,BTC,6417.8,6412.4,6411.9,6423.6,11.45,73498.77
2018-10-22 01-AM,BTC,6405.1,6417.8,6401.6,6420,26.03,166848.4
2018-10-22 12-AM,BTC,6410,6405.1,6391.1,6411.2,103.59,663094.18
