date,symbol,open,close,low, high, volume 
2019-06-09,BTC,7928.7,7642.1,7510.0,7960.0,4243.57
2019-06-08,BTC,8000.5,7928.7,7785.2,8060.6,3423.39
2019-06-07,BTC,7804.3,8000.5,7765.0,8131.6,6580.82
2019-06-06,BTC,7787.1,7804.3,7440.0,7875.0,8129.16
2019-06-05,BTC,7670.0,7787.1,7565.0,7934.8,7857.74
2019-06-04,BTC,8120.0,7670.0,7425.0,8120.0,14416.62
2019-06-03,BTC,8742.5,8120.0,8039.0,8746.0,9017.52
2019-06-02,BTC,8549.9,8742.5,8540.8,8841.3,3813.77
2019-06-01,BTC,8552.9,8549.9,8461.6,8622.5,2928.41
2019-05-31,BTC,8269.6,8552.9,8110.1,8591.1,9030.12
2019-05-30,BTC,8663.2,8269.6,7988.8,9094.4,12998.6
2019-05-29,BTC,8720.1,8663.2,8429.1,8752.4,5925.86
2019-05-28,BTC,8778.7,8720.1,8200.0,8814.6,5812.9
2019-05-27,BTC,8736.3,8778.7,8662.7,8953.4,7687.32
2019-05-26,BTC,8066.5,8736.3,7896.2,8788.0,9721.11
2019-05-25,BTC,8000.0,8066.5,7946.9,8161.0,3059.77
2019-05-24,BTC,7878.9,8000.0,7800.2,8173.7,7532.64
2019-05-23,BTC,7622.1,7878.9,7470.0,7986.6,8037.54
2019-05-22,BTC,7951.9,7622.1,7510.0,8050.0,8750.25
2019-05-21,BTC,8005.0,7951.9,7807.0,8116.0,7202.93
2019-05-20,BTC,8194.9,8005.0,7567.2,8198.2,12253.46
2019-05-19,BTC,7266.8,8194.9,7257.0,8300.0,15309.95
2019-05-18,BTC,7350.0,7266.8,7205.0,7494.2,6259.69
2019-05-17,BTC,7880.7,7350.0,6636.0,7946.2,21017.9
2019-05-16,BTC,8203.0,7880.7,7650.0,8370.0,13424.46
2019-05-15,BTC,7993.7,8203.0,7829.6,8296.9,11613.98
2019-05-14,BTC,7816.3,7993.7,7620.0,8339.9,18123.24
2019-05-13,BTC,6973.9,7816.3,6870.0,8169.3,19670.3
2019-05-12,BTC,7209.9,6973.9,6724.1,7588.0,18620.22
2019-05-11,BTC,6337.9,7209.9,6337.9,7450.0,18570.43
2019-05-10,BTC,6151.4,6337.9,6110.1,6430.0,9872.86
2019-05-09,BTC,5939.6,6151.4,5933.2,6174.0,7405.18
2019-05-08,BTC,5744.0,5939.6,5660.0,5983.2,6007.11
2019-05-07,BTC,5687.4,5906.7,5687.4,5955.8,3668.12
2019-05-06,BTC,5716.9,5687.4,5563.4,5752.0,5051.29
2019-05-05,BTC,5763.5,5716.9,5627.6,5779.9,3377.09
2019-05-04,BTC,5660.0,5763.5,5525.0,5840.0,8567.08
2019-05-03,BTC,5390.0,5660.0,5368.7,5796.0,10721.04
2019-05-02,BTC,5323.3,5390.0,5309.6,5421.9,3889.24
2019-05-01,BTC,5272.2,5323.3,5270.0,5359.3,3469.49
2019-04-30,BTC,5149.0,5272.2,5131.1,5297.0,4857.74
2019-04-29,BTC,5156.1,5149.0,5061.1,5194.2,4372.55
2019-04-28,BTC,5168.5,5156.1,5100.2,5215.4,2657.27
2019-04-27,BTC,5153.0,5168.5,5116.7,5216.5,2868.55
2019-04-26,BTC,5128.7,5153.0,5043.3,5290.0,8979.17
2019-04-25,BTC,5442.2,5128.7,4357.1,5510.5,11255.14
2019-04-24,BTC,5525.4,5442.2,5375.3,5627.9,7884.92
2019-04-23,BTC,5384.0,5525.4,5363.3,5645.0,8384.74
2019-04-22,BTC,5297.0,5384.0,5245.0,5453.3,5931.82
2019-04-21,BTC,5316.5,5297.0,5200.0,5347.8,2941.35
2019-04-20,BTC,5286.0,5316.5,5257.0,5359.0,2551.52
2019-04-19,BTC,5282.8,5286.0,5191.9,5366.5,4019.04
2019-04-18,BTC,5224.9,5282.8,5222.1,5325.0,3538.22
2019-04-17,BTC,5204.1,5224.9,5175.1,5300.0,3629.36
2019-04-16,BTC,5034.8,5204.1,5017.9,5245.0,5313.73
2019-04-15,BTC,5158.4,5034.8,4942.8,5188.7,4722.15
2019-04-14,BTC,5065.6,5158.4,5008.0,5190.1,2495.61
2019-04-13,BTC,5078.8,5065.6,5036.1,5122.0,2471.81
2019-04-12,BTC,5041.7,5078.8,4920.0,5115.9,5355.41
2019-04-11,BTC,5321.0,5041.7,4960.1,5343.4,8920.43
2019-04-10,BTC,5190.8,5321.0,5167.8,5464.0,8788.86
2019-04-09,BTC,5285.1,5190.8,5144.9,5287.7,5767.68
2019-04-08,BTC,5194.2,5285.1,5125.5,5359.8,7445.36
2019-04-07,BTC,5044.4,5194.2,5015.7,5270.0,5504.65
2019-04-06,BTC,5038.1,5044.4,4895.9,5240.0,5811.46
2019-04-05,BTC,4905.7,5038.1,4886.0,5091.9,5597.1
2019-04-04,BTC,4972.2,4905.7,4782.1,5075.1,10864.08
2019-04-03,BTC,4902.9,4972.2,4751.0,5362.7,20191.36
2019-04-02,BTC,4137.8,4902.9,4133.1,5142.9,22864.85
2019-04-01,BTC,4095.2,4137.8,4051.7,4148.6,4663.54
2019-03-19,BTC,3969.6,3975.4,3969.6,3984.7,111.31
2019-03-18,BTC,3965.0,3969.6,3935.2,4019.9,3731.07
2019-03-17,BTC,3989.2,3965.0,3937.4,3989.6,1470.34
2019-03-16,BTC,3900.2,3989.2,3899.7,4042.5,4434.09
2019-03-15,BTC,3853.9,3900.2,3846.8,3909.8,2890.56
2019-03-14,BTC,3853.4,3853.9,3781.6,3907.0,3598.96
2019-03-13,BTC,3863.1,3853.4,3826.2,3873.5,3013.72
2019-03-12,BTC,3850.7,3863.1,3800.4,3879.6,3277.27
2019-03-11,BTC,3897.9,3850.7,3815.5,3911.2,3230.28
2019-03-10,BTC,3919.2,3897.9,3863.7,3919.2,1449.9
2019-03-09,BTC,3844.3,3919.2,3836.7,3947.0,3290.71
2019-03-08,BTC,3854.0,3844.3,3760.3,3910.0,4658.98
2019-03-07,BTC,3851.7,3854.0,3829.9,3891.4,4079.14
2019-03-06,BTC,3844.9,3851.7,3805.0,3895.7,3444.61
2019-03-05,BTC,3700.1,3844.9,3690.6,3875.1,4452.1
2019-03-04,BTC,3785.7,3700.1,3670.9,3805.2,4485.16
2019-03-03,BTC,3809.9,3785.7,3755.4,3822.4,2205.65
2019-03-02,BTC,3804.7,3809.9,3754.3,3818.5,1767.43
2019-03-01,BTC,3793.7,3804.7,3785.8,3843.0,2670.3
2019-02-28,BTC,3799.1,3793.7,3756.4,3885.0,5628.76
2019-02-27,BTC,3796.2,3799.1,3652.6,3827.9,6161.74
2019-02-26,BTC,3819.8,3796.2,3764.0,3829.9,4287.36
2019-02-25,BTC,3732.2,3819.8,3732.2,3860.3,5285.5
2019-02-24,BTC,4113.3,3732.2,3625.0,4190.3,12720.57
2019-02-23,BTC,3940.5,4113.3,3911.0,4160.1,6813.16
2019-02-22,BTC,3897.1,3940.5,3884.7,3954.6,4768.52
2019-02-21,BTC,3942.0,3897.1,3863.2,3986.0,4844.11
2019-02-20,BTC,3888.1,3942.0,3865.7,3962.5,5841.98
2019-02-19,BTC,3870.7,3888.1,3838.2,3975.0,7737.08
2019-02-18,BTC,3625.1,3870.7,3617.0,3926.0,11392.82
2019-02-17,BTC,3580.1,3625.1,3552.7,3675.0,3862.91
2019-02-16,BTC,3567.4,3580.1,3562.7,3613.3,2089.16
2019-02-15,BTC,3562.3,3567.4,3546.8,3616.1,3890.3
2019-02-14,BTC,3574.0,3562.3,3532.1,3589.3,3242.24
2019-02-13,BTC,3588.9,3574.0,3560.0,3632.2,3752.08
2019-02-12,BTC,3591.7,3588.9,3538.2,3620.0,4499.01
2019-02-11,BTC,3647.1,3591.7,3577.7,3650.7,3610.74
2019-02-10,BTC,3625.7,3647.1,3578.2,3657.1,2513.33
2019-02-09,BTC,3622.0,3625.7,3589.6,3744.2,3623.6
2019-02-08,BTC,3360.3,3622.0,3341.4,3704.9,10258.37
2019-02-07,BTC,3367.4,3360.3,3348.1,3382.4,3197.05
2019-02-06,BTC,3429.5,3367.4,3337.0,3445.0,4940.9
2019-02-05,BTC,3413.9,3429.5,3397.8,3433.8,2734.59
2019-02-04,BTC,3415.2,3413.9,3396.9,3437.8,2827.56
2019-02-03,BTC,3466.0,3415.2,3388.6,3473.0,2316.36
2019-02-02,BTC,3437.2,3466.0,3414.0,3494.1,2428.61
2019-02-01,BTC,3409.6,3437.2,3373.1,3460.0,5792.0
2019-01-31,BTC,3435.4,3409.6,3395.2,3478.1,5209.93
2019-01-30,BTC,3395.0,3435.4,3371.3,3465.1,4910.08
2019-01-29,BTC,3431.0,3395.0,3343.3,3440.0,6116.98
2019-01-28,BTC,3533.4,3431.0,3373.8,3537.0,7958.2
2019-01-27,BTC,3556.2,3533.4,3470.8,3562.2,2449.82
2019-01-26,BTC,3560.1,3556.2,3535.6,3673.0,3157.15
2019-01-25,BTC,3571.3,3560.1,3511.6,3577.4,3627.69
2019-01-24,BTC,3556.1,3571.3,3531.3,3591.7,3395.3
2019-01-23,BTC,3575.8,3556.1,3521.7,3613.2,5130.27
2019-01-22,BTC,3533.4,3575.8,3440.0,3607.5,5851.84
2019-01-21,BTC,3530.6,3533.4,3487.8,3565.0,3937.96
2019-01-20,BTC,3683.0,3530.6,3468.7,3702.5,6015.15
2019-01-19,BTC,3612.2,3683.0,3606.1,3950.0,4387.79
2019-01-18,BTC,3644.0,3612.2,3576.0,3644.8,4152.18
2019-01-17,BTC,3606.6,3644.0,3540.5,3660.0,6052.49
2019-01-16,BTC,3587.0,3606.6,3573.4,3669.5,6583.72
2019-01-15,BTC,3664.8,3587.0,3550.0,3685.5,6452.17
2019-01-14,BTC,3512.6,3664.8,3506.9,3717.0,6916.6
2019-01-13,BTC,3616.5,3512.6,3375.0,3644.8,5568.27
2019-01-12,BTC,3635.1,3616.5,3562.7,3652.4,2885.99
2019-01-11,BTC,3623.5,3635.1,3560.5,3694.9,9804.91
2019-01-10,BTC,3999.9,3623.5,3550.0,4035.5,13262.15
2019-01-09,BTC,3992.9,3999.9,3966.0,4039.8,5461.97
2019-01-08,BTC,4005.3,3992.9,3935.0,4113.9,8107.07
2019-01-07,BTC,4041.1,4005.3,3965.0,4078.9,5303.55
2019-01-06,BTC,3796.6,4041.1,3760.4,4083.9,7955.06
2019-01-05,BTC,3823.7,3796.6,3772.1,3874.7,3545.83
2019-01-04,BTC,3786.5,3823.7,3728.8,3856.9,5078.93
2019-01-03,BTC,3886.2,3786.5,3721.9,3895.5,5534.42
2019-01-02,BTC,3820.1,3886.2,3767.2,3920.0,5737.27
2019-01-01,BTC,3691.9,3820.1,3643.7,4499.3,5422.74
2018-12-31,BTC,3832.4,3691.9,3621.6,3837.0,6305.75
2018-12-30,BTC,3725.0,3832.4,3681.0,3871.6,5832.3
2018-12-29,BTC,3890.5,3725.0,3645.0,3952.9,6072.92
2018-12-28,BTC,3588.6,3890.5,3575.0,4028.6,10992.83
2018-12-27,BTC,3808.2,3588.6,3565.9,3840.0,8147.54
2018-12-26,BTC,3778.5,3808.2,3680.2,3860.0,8782.86
2018-12-25,BTC,4033.6,3778.5,3671.5,4040.0,12411.72
2018-12-24,BTC,3940.2,4033.6,3940.2,4239.9,14223.36
2018-12-23,BTC,3981.3,3940.2,3910.0,4062.5,6944.34
2018-12-22,BTC,3838.5,3981.3,3788.3,4022.6,9708.11
2018-12-21,BTC,4074.4,3838.5,3769.2,4164.0,16054.61
2018-12-20,BTC,3683.6,4074.4,3651.0,4178.0,21323.95
2018-12-19,BTC,3669.1,3683.6,3645.6,3920.0,23739.01
2018-12-18,BTC,3502.0,3669.1,3433.9,3690.9,11681.48
2018-12-17,BTC,3189.7,3502.0,3184.0,3587.9,18346.05
2018-12-16,BTC,3180.1,3189.7,3159.0,3265.0,4498.0
2018-12-15,BTC,3194.9,3180.1,3120.0,3225.0,5329.49
2018-12-14,BTC,3260.0,3194.9,3134.0,3308.6,11696.61
2018-12-13,BTC,3435.2,3260.0,3217.7,3438.2,10912.66
2018-12-12,BTC,3348.1,3435.2,3323.6,3489.4,7305.35
2018-12-11,BTC,3408.0,3360.9,3294.5,3441.1,6725.67
2018-12-10,BTC,3539.5,3408.0,3348.7,3596.0,8249.35
2018-12-09,BTC,3396.9,3539.5,3359.9,3636.0,8558.6
2018-12-08,BTC,3379.3,3396.9,3251.3,3498.9,9218.83
2018-12-07,BTC,3435.5,3379.3,3208.0,3600.0,21254.67
2018-12-06,BTC,3694.3,3435.5,3412.0,3851.1,18686.81
2018-12-05,BTC,3904.7,3694.3,3653.0,3916.3,8825.55
2018-12-04,BTC,3832.7,3904.7,3728.7,4059.3,9298.12
2018-12-03,BTC,4101.9,3832.7,3732.6,4117.0,10835.58
2018-12-02,BTC,4138.4,4101.9,4025.1,4262.9,5907.11
2018-12-01,BTC,3969.4,4138.4,3905.7,4286.6,7217.51
2018-11-30,BTC,4241.9,3963.6,3856.9,4300.0,14509.34
2018-11-29,BTC,4219.8,4241.9,4066.0,4441.0,11169.33
2018-11-28,BTC,3770.7,4219.8,3770.7,4397.6,16240.44
2018-11-27,BTC,3727.1,3770.7,3561.6,3829.0,11637.03
2018-11-26,BTC,3932.9,3727.1,3516.1,4067.8,18383.36
2018-11-25,BTC,3780.0,3932.9,3456.0,4126.9,19692.95
2018-11-24,BTC,4286.4,3780.0,3685.0,4373.2,10821.73
2018-11-23,BTC,4262.6,4286.4,4089.4,4364.8,9319.25
2018-11-22,BTC,4548.2,4262.6,4070.0,4589.9,6504.18
2018-11-21,BTC,4361.4,4548.2,4240.9,4635.7,11087.68
2018-11-20,BTC,4741.2,4361.4,4028.8,4891.9,24335.57
2018-11-19,BTC,5560.9,4741.2,4700.0,5563.5,16745.73
2018-11-18,BTC,5499.3,5560.9,5499.3,5698.0,1993.5
2018-11-17,BTC,5514.4,5499.3,5457.2,5549.5,2195.12
2018-11-16,BTC,5570.6,5514.4,5413.0,5610.0,4400.76
2018-11-15,BTC,5600.9,5570.6,5206.1,5647.8,10784.51
2018-11-14,BTC,6260.0,5600.9,5330.0,6300.0,15801.64
2018-11-13,BTC,6327.3,6260.0,6250.0,6329.1,2535.3
2018-11-12,BTC,6358.2,6327.3,6290.8,6385.0,2245.02
2018-11-11,BTC,6349.0,6358.2,6275.1,6364.5,757.31
2018-11-10,BTC,6335.4,6349.0,6331.6,6375.0,700.43
2018-11-09,BTC,6408.8,6335.4,6310.0,6419.7,2192.62
2018-11-08,BTC,6503.3,6408.8,6380.6,6515.7,2222.69
2018-11-07,BTC,6451.3,6503.3,6448.6,6552.9,2678.53
2018-11-06,BTC,6405.9,6451.3,6390.2,6455.2,2069.32
2018-11-05,BTC,6419.9,6405.9,6370.2,6443.3,1246.87
2018-11-04,BTC,6331.4,6419.9,6316.3,6471.6,1748.31
2018-11-03,BTC,6346.2,6331.4,6300.6,6347.6,682.87
2018-11-02,BTC,6339.9,6346.2,6318.2,6378.3,1764.99
2018-11-01,BTC,6307.5,6339.9,6290.6,6367.7,1769.8
2018-10-31,BTC,6275.0,6307.5,6205.0,6377.0,3043.43
2018-10-30,BTC,6266.3,6275.0,6242.0,6299.4,4933.0
2018-10-29,BTC,6408.1,6266.3,6201.0,6423.0,3557.39
2018-10-28,BTC,6410.4,6408.1,6388.0,6433.6,773.32
2018-10-27,BTC,6409.3,6410.4,6385.0,6422.3,646.46
2018-10-26,BTC,6393.0,6409.3,6378.9,6450.0,1463.49
2018-10-25,BTC,6413.9,6393.0,6356.0,6419.7,1482.46
2018-10-24,BTC,6394.4,6413.9,6392.7,6466.0,1504.14
2018-10-23,BTC,6409.6,6394.4,6356.2,6418.0,2065.88
2018-10-22,BTC,6410.0,6409.6,6367.8,6428.7,1288.68
2018-10-21,BTC,6412.3,6410.0,6399.2,6457.8,942.94
2018-10-20,BTC,6384.2,6412.3,6360.1,6429.7,778.71
2018-10-19,BTC,6395.4,6384.2,6352.5,6406.8,1146.68
2018-10-18,BTC,6442.5,6395.4,6344.6,6487.9,1781.84
2018-10-17,BTC,6460.4,6442.5,6411.9,6469.8,1684.01
2018-10-16,BTC,6438.4,6430.0,6430.0,6438.4,0.0
2018-10-15,BTC,6181.8,6438.4,6151.0,6820.0,11285.23
2018-10-14,BTC,6197.9,6181.8,6150.0,6289.9,1237.48
2018-10-13,BTC,6192.2,6197.9,6171.7,6219.1,922.97
2018-10-12,BTC,6150.1,6192.2,6110.0,6238.5,1675.05
2018-10-11,BTC,6530.5,6150.1,6091.2,6530.5,7094.17
2018-10-10,BTC,6585.1,6530.5,6441.8,6589.1,2486.36
2018-10-09,BTC,6610.0,6585.1,6555.6,6618.5,1365.64
2018-10-08,BTC,6570.5,6610.0,6545.0,6688.3,2498.52
2018-10-07,BTC,6550.0,6570.5,6488.3,6584.2,1022.6
2018-10-06,BTC,6580.1,6550.0,6532.0,6599.0,857.01
2018-10-05,BTC,6547.4,6580.1,6494.1,6666.6,2486.39
2018-10-04,BTC,6463.9,6547.4,6461.0,6598.9,2018.74
2018-10-03,BTC,6500.0,6463.9,6397.6,6521.1,5144.88
2018-10-02,BTC,6572.6,6500.0,6436.2,6597.0,3054.79
2018-10-01,BTC,6604.1,6572.6,6490.2,6633.3,1863.91
2018-09-30,BTC,6582.7,6604.1,6518.0,6641.0,1173.04
2018-09-29,BTC,6622.3,6582.7,6450.1,6622.3,2152.44
2018-09-28,BTC,6683.8,6622.3,6529.4,6796.2,4522.32
2018-09-27,BTC,6453.5,6683.8,6430.9,6730.0,4768.63
2018-09-26,BTC,6435.0,6453.5,6372.0,6540.7,3269.63
2018-09-25,BTC,6579.2,6435.0,6318.5,6580.0,5070.31
2018-09-24,BTC,6700.0,6579.2,6545.0,6719.9,3893.19
2018-09-23,BTC,6717.0,6700.0,6660.1,6768.0,1383.41
2018-09-22,BTC,6755.3,6717.0,6625.1,6836.4,3104.94
2018-09-21,BTC,6491.2,6755.3,6480.0,6819.5,5724.55
2018-09-20,BTC,6392.1,6491.2,6339.2,6547.2,3697.3
2018-09-19,BTC,6330.5,6392.1,6102.6,6574.0,4789.6
2018-09-18,BTC,6250.0,6330.5,6225.0,6384.9,3232.4
2018-09-17,BTC,6497.9,6250.0,6202.2,6532.1,5043.66
2018-09-16,BTC,6520.0,6497.9,6342.8,6520.1,1667.34
2018-09-15,BTC,6482.9,6520.0,6465.2,6568.4,1289.28
2018-09-14,BTC,6487.1,6482.9,6388.0,6599.8,4004.84
2018-09-13,BTC,6319.5,6487.1,6319.5,6595.9,5151.58
2018-09-12,BTC,6282.3,6319.5,6195.0,6366.4,2970.82
2018-09-11,BTC,6304.5,6282.3,6162.4,6410.9,3535.83
2018-09-10,BTC,6230.9,6304.5,6230.9,6371.3,3377.45
2018-09-09,BTC,6183.2,6230.9,6137.6,6459.4,3636.6
2018-09-08,BTC,6397.6,6183.2,6073.9,6457.7,3871.53
2018-09-07,BTC,6494.8,6397.6,6318.8,6524.8,3235.08
2018-09-06,BTC,6686.6,6494.8,6250.0,6702.3,9593.0
2018-09-05,BTC,7359.3,6686.6,6638.8,7389.4,7620.38
2018-09-04,BTC,7256.1,7359.3,7219.2,7405.9,2791.71
2018-09-03,BTC,7294.7,7256.1,7183.5,7329.9,2218.56
2018-09-02,BTC,7191.3,7294.7,7127.5,7331.1,3385.45
2018-09-01,BTC,7015.8,7191.3,7014.7,7254.0,2912.77
2018-08-31,BTC,6983.1,7015.8,6888.0,7085.9,3499.1
2018-08-30,BTC,7022.7,6983.1,6776.9,7060.0,4731.63
2018-08-29,BTC,7076.7,7022.7,6886.6,7120.0,2919.75
2018-08-28,BTC,6909.0,7076.7,6860.0,7133.7,5196.82
2018-08-27,BTC,6710.0,6909.0,6648.1,6949.8,3181.26
2018-08-26,BTC,6732.3,6710.0,6560.4,6775.0,2027.19
2018-08-25,BTC,6693.3,6732.3,6660.6,6795.0,2077.43
2018-08-24,BTC,6527.2,6693.3,6451.1,6748.0,3113.09
2018-08-23,BTC,6359.8,6527.2,6329.2,6578.2,3430.69
2018-08-22,BTC,6475.5,6359.8,6210.0,6916.5,8206.75
2018-08-21,BTC,6257.2,6475.5,6241.4,6500.0,3181.62
2018-08-20,BTC,6475.1,6257.2,6224.0,6520.0,3787.35
2018-08-19,BTC,6400.0,6475.1,6317.2,6546.9,1721.79
2018-08-18,BTC,6589.2,6400.0,6301.6,6615.8,3129.26
2018-08-17,BTC,6316.0,6589.2,6289.1,6596.7,3812.13
2018-08-16,BTC,6269.5,6316.0,6213.0,6491.8,4760.21
2018-08-15,BTC,6196.8,6269.5,6186.0,6649.0,8070.75
2018-08-14,BTC,6250.0,6196.8,5890.0,6789.8,10247.32
2018-08-13,BTC,6312.2,6250.0,6142.5,6544.7,5762.25
2018-08-12,BTC,6087.6,6087.6,6087.6,6087.6,0.0
2018-08-11,BTC,6141.5,6087.6,5969.6,6177.0,2586.37
2018-08-10,BTC,6536.0,6141.5,6010.0,6579.1,7526.91
2018-08-09,BTC,6275.9,6536.0,6179.1,6630.5,5942.17
2018-08-08,BTC,6717.8,6275.9,6120.0,6717.8,9468.23
2018-08-07,BTC,6935.7,6717.8,6659.9,7149.0,6505.5
2018-08-06,BTC,7026.9,6935.7,6833.0,7159.9,3152.51
2018-08-05,BTC,7024.5,7026.9,6880.1,7088.4,3309.97
2018-08-04,BTC,7415.0,7024.5,6927.0,7485.9,4985.95
2018-08-03,BTC,7534.8,7415.0,7254.6,7534.8,5256.11
2018-08-02,BTC,7604.1,7534.8,7455.7,7700.0,3842.82
2018-08-01,BTC,7726.0,7604.1,7423.0,7757.7,4418.98
2018-07-31,BTC,8170.0,7726.0,7634.8,8170.0,5451.55
2018-07-30,BTC,8213.5,8170.0,7850.1,8274.9,4501.07
2018-07-29,BTC,8230.8,8213.5,8125.0,8290.2,1714.22
2018-07-28,BTC,8177.0,8230.8,8072.0,8250.0,1775.35
2018-07-27,BTC,7925.0,8177.0,7800.5,8274.8,5530.02
2018-07-26,BTC,8166.0,7925.0,7840.0,8315.0,5606.15
2018-07-25,BTC,8401.8,8166.0,8062.1,8496.6,5754.8
2018-07-24,BTC,7720.0,8401.8,7695.0,8491.1,8313.91
2018-07-23,BTC,7401.1,7720.0,7375.8,7844.9,5418.04
2018-07-22,BTC,7396.7,7401.1,7320.0,7581.9,2554.54
2018-07-21,BTC,7320.0,7396.7,7200.3,7447.9,2408.93
2018-07-20,BTC,7472.3,7320.0,7238.8,7670.5,5351.46
2018-07-19,BTC,7367.4,7472.3,7280.8,7548.8,4114.21
2018-07-18,BTC,7316.9,7367.4,7234.6,7599.0,6061.27
